age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
31.0,technician,married,tertiary,no,313.0,yes,no,cellular,27.0,aug,114.0,2.0,-1.0,0.0,unknown,no
49.0,blue-collar,married,primary,no,1898.0,no,no,cellular,21.0,aug,159.0,1.0,-1.0,0.0,unknown,no
35.0,services,married,secondary,no,142.0,yes,no,cellular,20.0,nov,315.0,2.0,196.0,4.0,failure,no
45.0,blue-collar,married,primary,no,4696.0,no,no,unknown,17.0,jun,99.0,1.0,-1.0,0.0,unknown,no
30.0,management,single,secondary,no,135.0,no,no,cellular,14.0,aug,112.0,2.0,-1.0,0.0,unknown,no
47.0,self-employed,married,primary,no,574.0,yes,no,cellular,20.0,nov,137.0,5.0,-1.0,0.0,unknown,no
35.0,technician,married,tertiary,no,703.0,no,no,cellular,20.0,apr,169.0,1.0,-1.0,0.0,unknown,no
41.0,management,single,tertiary,no,0.0,no,no,cellular,7.0,aug,91.0,2.0,-1.0,0.0,unknown,no
35.0,unemployed,married,secondary,no,1.0,yes,no,cellular,28.0,jul,173.0,8.0,-1.0,0.0,unknown,no
60.0,retired,married,primary,no,55.0,no,no,cellular,4.0,jun,207.0,1.0,-1.0,0.0,unknown,no
58.0,technician,married,secondary,no,786.0,yes,no,unknown,7.0,may,165.0,3.0,-1.0,0.0,unknown,no
28.0,management,married,tertiary,no,22.0,yes,no,cellular,31.0,jul,59.0,3.0,-1.0,0.0,unknown,no
57.0,unemployed,married,secondary,no,890.0,no,no,cellular,5.0,feb,343.0,4.0,-1.0,0.0,unknown,no
35.0,management,married,tertiary,no,451.0,yes,no,cellular,17.0,apr,220.0,6.0,-1.0,0.0,unknown,no
54.0,admin.,married,tertiary,no,59.0,yes,no,cellular,10.0,jul,268.0,1.0,-1.0,0.0,unknown,no
31.0,management,single,tertiary,no,15.0,no,no,cellular,11.0,aug,119.0,2.0,-1.0,0.0,unknown,no
32.0,blue-collar,single,secondary,no,15341.0,no,no,unknown,21.0,may,738.0,3.0,-1.0,0.0,unknown,no
56.0,admin.,single,secondary,no,-273.0,no,no,cellular,8.0,jul,119.0,2.0,-1.0,0.0,unknown,no
35.0,self-employed,married,tertiary,yes,28.0,no,yes,cellular,8.0,jul,259.0,1.0,-1.0,0.0,unknown,no
33.0,blue-collar,married,secondary,no,58.0,no,no,unknown,16.0,may,144.0,2.0,-1.0,0.0,unknown,no
50.0,technician,married,secondary,no,103.0,yes,no,cellular,3.0,feb,109.0,4.0,267.0,6.0,failure,no
46.0,management,single,secondary,no,244.0,yes,no,unknown,15.0,may,244.0,1.0,-1.0,0.0,unknown,no
35.0,services,married,secondary,no,0.0,no,no,unknown,9.0,jun,115.0,4.0,-1.0,0.0,unknown,no
49.0,admin.,married,secondary,no,880.0,yes,yes,cellular,18.0,may,22.0,3.0,-1.0,0.0,unknown,no
56.0,management,divorced,tertiary,no,-141.0,no,no,cellular,28.0,jul,101.0,4.0,-1.0,0.0,unknown,no
33.0,blue-collar,single,primary,no,447.0,yes,no,unknown,9.0,may,180.0,2.0,-1.0,0.0,unknown,no
37.0,entrepreneur,married,primary,no,62.0,no,no,cellular,31.0,jul,404.0,2.0,-1.0,0.0,unknown,no
30.0,blue-collar,single,secondary,no,148.0,no,no,cellular,2.0,apr,206.0,1.0,-1.0,0.0,unknown,no
34.0,admin.,single,secondary,no,79.0,yes,no,cellular,28.0,jul,219.0,3.0,-1.0,0.0,unknown,no
29.0,blue-collar,single,secondary,no,9.0,yes,no,cellular,11.0,may,262.0,3.0,-1.0,0.0,unknown,no
32.0,management,married,tertiary,no,578.0,no,yes,cellular,22.0,jul,29.0,2.0,-1.0,0.0,unknown,no
29.0,blue-collar,married,primary,no,-382.0,yes,no,cellular,28.0,jul,35.0,2.0,-1.0,0.0,unknown,no
50.0,blue-collar,married,primary,no,888.0,no,yes,telephone,10.0,jul,160.0,3.0,-1.0,0.0,unknown,no
58.0,technician,single,secondary,no,382.0,no,no,cellular,13.0,aug,460.0,2.0,-1.0,0.0,unknown,no
30.0,management,married,tertiary,no,1390.0,no,no,cellular,20.0,aug,552.0,4.0,-1.0,0.0,unknown,no
52.0,entrepreneur,married,primary,no,-104.0,no,yes,cellular,10.0,jul,124.0,1.0,-1.0,0.0,unknown,no
39.0,management,married,tertiary,no,22.0,yes,no,unknown,2.0,jun,493.0,1.0,-1.0,0.0,unknown,no
43.0,technician,divorced,secondary,no,-36.0,yes,no,cellular,17.0,nov,190.0,1.0,104.0,1.0,failure,no
51.0,technician,married,secondary,no,130.0,no,no,cellular,22.0,aug,547.0,3.0,-1.0,0.0,unknown,no
38.0,admin.,single,secondary,no,77.0,no,no,cellular,20.0,nov,441.0,4.0,-1.0,0.0,unknown,no
30.0,self-employed,single,secondary,no,1031.0,no,no,unknown,20.0,oct,7.0,1.0,-1.0,0.0,unknown,no
52.0,management,divorced,primary,no,92.0,no,yes,cellular,16.0,jul,469.0,7.0,-1.0,0.0,unknown,no
40.0,technician,married,tertiary,no,1063.0,yes,yes,cellular,19.0,aug,264.0,2.0,-1.0,0.0,unknown,no
37.0,technician,married,secondary,no,0.0,yes,yes,cellular,15.0,jul,101.0,3.0,-1.0,0.0,unknown,no
30.0,blue-collar,married,secondary,no,282.0,yes,yes,unknown,23.0,may,148.0,2.0,-1.0,0.0,unknown,no
51.0,management,married,tertiary,no,1394.0,yes,no,cellular,5.0,aug,115.0,1.0,-1.0,0.0,unknown,no
27.0,technician,single,secondary,no,16.0,no,no,unknown,19.0,may,193.0,1.0,-1.0,0.0,unknown,no
35.0,blue-collar,married,secondary,no,975.0,yes,no,cellular,16.0,jul,102.0,1.0,-1.0,0.0,unknown,no
47.0,admin.,married,tertiary,no,12276.0,no,no,unknown,20.0,jun,77.0,5.0,-1.0,0.0,unknown,no
29.0,blue-collar,married,secondary,no,313.0,yes,no,cellular,20.0,apr,172.0,2.0,343.0,3.0,other,no
52.0,admin.,married,secondary,no,1648.0,yes,no,cellular,19.0,nov,172.0,3.0,-1.0,0.0,unknown,no
43.0,admin.,single,secondary,no,6.0,no,no,cellular,4.0,feb,58.0,1.0,264.0,1.0,failure,no
31.0,blue-collar,married,primary,no,1127.0,yes,no,telephone,13.0,may,43.0,1.0,349.0,1.0,failure,no
54.0,blue-collar,married,secondary,no,1070.0,no,no,cellular,18.0,nov,373.0,4.0,-1.0,0.0,unknown,no
59.0,housemaid,married,secondary,no,1040.0,no,no,cellular,5.0,aug,123.0,2.0,-1.0,0.0,unknown,no
51.0,blue-collar,married,secondary,no,50.0,yes,yes,unknown,6.0,may,121.0,1.0,-1.0,0.0,unknown,no
32.0,management,married,tertiary,no,62.0,yes,no,telephone,13.0,nov,45.0,1.0,-1.0,0.0,unknown,no
42.0,blue-collar,married,secondary,no,-755.0,yes,yes,unknown,2.0,jun,312.0,1.0,-1.0,0.0,unknown,no
30.0,technician,single,secondary,no,925.0,no,no,cellular,20.0,nov,240.0,1.0,-1.0,0.0,unknown,no
42.0,management,divorced,primary,no,0.0,yes,no,cellular,19.0,nov,73.0,5.0,-1.0,0.0,unknown,no
39.0,blue-collar,married,primary,no,867.0,yes,no,unknown,7.0,may,481.0,1.0,-1.0,0.0,unknown,no
35.0,blue-collar,married,secondary,no,120.0,yes,no,unknown,28.0,may,245.0,2.0,-1.0,0.0,unknown,no
34.0,admin.,married,secondary,no,61.0,no,yes,unknown,5.0,may,21.0,1.0,-1.0,0.0,unknown,no
42.0,technician,divorced,secondary,no,0.0,yes,no,unknown,28.0,may,471.0,2.0,-1.0,0.0,unknown,no
57.0,management,married,primary,no,687.0,yes,yes,telephone,21.0,jul,107.0,3.0,-1.0,0.0,unknown,no
38.0,management,single,tertiary,no,38.0,no,no,cellular,20.0,aug,105.0,2.0,-1.0,0.0,unknown,no
29.0,blue-collar,single,secondary,no,2806.0,no,no,cellular,15.0,oct,294.0,1.0,93.0,5.0,other,no
46.0,management,married,secondary,no,-27.0,yes,no,cellular,6.0,may,289.0,1.0,-1.0,0.0,unknown,no
48.0,management,married,tertiary,no,2498.0,no,no,cellular,14.0,aug,98.0,2.0,-1.0,0.0,unknown,no
33.0,technician,married,secondary,no,390.0,no,no,cellular,13.0,aug,460.0,2.0,-1.0,0.0,unknown,no
59.0,admin.,single,secondary,no,-423.0,yes,yes,cellular,20.0,apr,84.0,1.0,-1.0,0.0,unknown,no
23.0,technician,single,secondary,no,1587.0,yes,yes,cellular,14.0,may,502.0,2.0,-1.0,0.0,unknown,no
37.0,blue-collar,married,secondary,no,288.0,yes,no,cellular,5.0,may,159.0,6.0,-1.0,0.0,unknown,no
40.0,technician,single,secondary,no,822.0,yes,yes,cellular,29.0,jan,155.0,2.0,245.0,3.0,failure,no
44.0,blue-collar,divorced,secondary,no,-222.0,yes,no,unknown,27.0,may,112.0,3.0,-1.0,0.0,unknown,no
37.0,blue-collar,single,secondary,no,197.0,yes,no,unknown,16.0,may,251.0,3.0,-1.0,0.0,unknown,no
28.0,services,single,secondary,no,159.0,yes,no,telephone,12.0,may,345.0,2.0,-1.0,0.0,unknown,no
39.0,technician,single,secondary,no,681.0,yes,no,unknown,5.0,jun,170.0,1.0,-1.0,0.0,unknown,no
57.0,retired,divorced,primary,yes,0.0,no,yes,cellular,24.0,jul,125.0,2.0,-1.0,0.0,unknown,no
38.0,blue-collar,single,unknown,no,495.0,yes,no,unknown,8.0,may,297.0,1.0,-1.0,0.0,unknown,no
60.0,blue-collar,married,secondary,no,414.0,no,no,cellular,4.0,feb,147.0,1.0,-1.0,0.0,unknown,no
38.0,management,divorced,tertiary,no,151.0,yes,no,cellular,17.0,jul,50.0,1.0,-1.0,0.0,unknown,no
26.0,student,single,secondary,no,2572.0,yes,no,cellular,5.0,may,620.0,1.0,-1.0,0.0,unknown,no
32.0,blue-collar,married,secondary,no,320.0,yes,no,unknown,6.0,may,198.0,2.0,-1.0,0.0,unknown,no
35.0,management,single,tertiary,no,304.0,yes,no,cellular,19.0,nov,274.0,2.0,-1.0,0.0,unknown,no
30.0,management,single,secondary,no,1299.0,no,no,cellular,14.0,aug,515.0,2.0,-1.0,0.0,unknown,no
37.0,blue-collar,married,secondary,no,740.0,yes,no,cellular,7.0,may,434.0,3.0,342.0,2.0,failure,no
36.0,blue-collar,married,secondary,no,537.0,no,yes,cellular,7.0,jul,206.0,6.0,-1.0,0.0,unknown,no
34.0,admin.,single,secondary,no,1581.0,yes,yes,unknown,20.0,may,52.0,11.0,-1.0,0.0,unknown,no
28.0,blue-collar,married,secondary,no,708.0,yes,no,unknown,6.0,jun,339.0,5.0,-1.0,0.0,unknown,no
37.0,blue-collar,married,primary,no,178.0,yes,yes,unknown,9.0,jun,72.0,1.0,-1.0,0.0,unknown,no
31.0,services,single,secondary,no,671.0,yes,no,unknown,7.0,may,193.0,3.0,-1.0,0.0,unknown,no
34.0,blue-collar,married,primary,no,3.0,yes,no,telephone,8.0,may,26.0,1.0,-1.0,0.0,unknown,no
28.0,technician,single,secondary,no,981.0,yes,no,cellular,24.0,jul,225.0,1.0,-1.0,0.0,unknown,no
38.0,technician,married,tertiary,no,1042.0,yes,no,cellular,4.0,feb,419.0,2.0,-1.0,0.0,unknown,no
80.0,retired,married,primary,no,1021.0,no,no,telephone,26.0,feb,37.0,1.0,-1.0,0.0,unknown,no
54.0,management,married,tertiary,no,1114.0,yes,no,cellular,21.0,nov,1195.0,2.0,175.0,1.0,other,no
29.0,blue-collar,single,tertiary,no,98.0,no,no,cellular,10.0,aug,170.0,2.0,-1.0,0.0,unknown,no
39.0,technician,married,secondary,no,24.0,yes,no,cellular,28.0,jan,79.0,4.0,-1.0,0.0,unknown,no
30.0,technician,single,secondary,no,486.0,no,no,cellular,28.0,jan,335.0,3.0,-1.0,0.0,unknown,no
41.0,services,divorced,secondary,no,727.0,yes,no,cellular,11.0,may,246.0,1.0,-1.0,0.0,unknown,no
48.0,technician,married,secondary,no,-205.0,yes,yes,cellular,9.0,jul,112.0,1.0,-1.0,0.0,unknown,no
26.0,blue-collar,married,secondary,no,895.0,yes,no,cellular,4.0,feb,820.0,3.0,-1.0,0.0,unknown,no
55.0,admin.,married,primary,no,319.0,no,no,cellular,21.0,nov,124.0,3.0,-1.0,0.0,unknown,no
31.0,services,married,secondary,no,-414.0,yes,no,cellular,6.0,may,1369.0,3.0,-1.0,0.0,unknown,no
35.0,blue-collar,married,primary,yes,-1489.0,yes,yes,unknown,29.0,may,177.0,1.0,-1.0,0.0,unknown,no
30.0,management,married,tertiary,no,0.0,no,no,cellular,7.0,aug,74.0,1.0,-1.0,0.0,unknown,no
26.0,blue-collar,single,secondary,no,249.0,yes,no,cellular,29.0,jan,235.0,3.0,262.0,5.0,failure,no
32.0,management,married,tertiary,no,927.0,no,no,cellular,8.0,oct,282.0,1.0,-1.0,0.0,unknown,no
48.0,admin.,married,secondary,no,1060.0,yes,no,cellular,20.0,apr,87.0,2.0,318.0,3.0,failure,no
49.0,technician,married,secondary,no,308.0,no,no,cellular,27.0,jul,266.0,5.0,-1.0,0.0,unknown,no
34.0,blue-collar,married,secondary,no,808.0,yes,yes,cellular,17.0,jul,20.0,3.0,-1.0,0.0,unknown,no
27.0,blue-collar,single,primary,no,431.0,yes,no,unknown,15.0,may,286.0,2.0,-1.0,0.0,unknown,no
31.0,admin.,single,secondary,no,396.0,yes,no,unknown,19.0,may,104.0,1.0,-1.0,0.0,unknown,no
40.0,admin.,married,secondary,no,-253.0,yes,no,cellular,9.0,jul,177.0,1.0,-1.0,0.0,unknown,no
39.0,services,married,secondary,no,0.0,yes,no,unknown,20.0,may,793.0,2.0,-1.0,0.0,unknown,no
19.0,student,single,unknown,no,60.0,no,no,cellular,14.0,aug,253.0,1.0,-1.0,0.0,unknown,no
25.0,admin.,single,tertiary,no,1141.0,yes,no,cellular,5.0,may,718.0,1.0,347.0,1.0,failure,no
38.0,technician,divorced,tertiary,no,791.0,yes,no,unknown,26.0,may,89.0,2.0,-1.0,0.0,unknown,no
62.0,blue-collar,married,primary,no,1381.0,no,no,cellular,19.0,oct,1020.0,1.0,-1.0,0.0,unknown,no
27.0,services,married,secondary,no,0.0,yes,no,cellular,23.0,jul,198.0,13.0,-1.0,0.0,unknown,no
56.0,management,married,tertiary,no,412.0,no,no,telephone,20.0,nov,179.0,6.0,-1.0,0.0,unknown,no
33.0,management,married,tertiary,no,310.0,no,no,cellular,29.0,aug,179.0,2.0,-1.0,0.0,unknown,no
52.0,blue-collar,married,secondary,no,1319.0,no,no,telephone,30.0,apr,37.0,2.0,-1.0,0.0,unknown,no
33.0,blue-collar,married,secondary,no,0.0,yes,yes,cellular,28.0,jul,83.0,12.0,-1.0,0.0,unknown,no
38.0,services,married,secondary,no,-314.0,yes,no,unknown,28.0,may,66.0,2.0,-1.0,0.0,unknown,no
27.0,services,married,secondary,no,511.0,yes,no,unknown,30.0,jun,85.0,5.0,-1.0,0.0,unknown,no
54.0,retired,married,secondary,no,-152.0,yes,yes,unknown,26.0,may,14.0,11.0,-1.0,0.0,unknown,no
35.0,admin.,married,secondary,no,907.0,no,yes,unknown,2.0,jul,97.0,4.0,-1.0,0.0,unknown,no
41.0,blue-collar,single,primary,no,22.0,yes,no,unknown,14.0,may,152.0,1.0,-1.0,0.0,unknown,no
28.0,blue-collar,single,secondary,no,0.0,no,yes,cellular,31.0,jul,11.0,21.0,-1.0,0.0,unknown,no
55.0,management,divorced,tertiary,no,8044.0,yes,no,cellular,11.0,may,175.0,5.0,333.0,19.0,other,no
56.0,admin.,single,secondary,no,1854.0,yes,no,telephone,7.0,may,45.0,1.0,342.0,2.0,failure,no
33.0,blue-collar,single,secondary,no,1794.0,yes,no,cellular,12.0,may,360.0,1.0,173.0,1.0,other,no
42.0,technician,married,secondary,no,2.0,no,no,unknown,29.0,may,249.0,2.0,-1.0,0.0,unknown,no
34.0,student,single,unknown,no,2321.0,no,no,cellular,9.0,nov,600.0,2.0,99.0,5.0,failure,no
35.0,technician,single,secondary,no,144.0,no,no,cellular,22.0,jul,163.0,2.0,-1.0,0.0,unknown,no
46.0,technician,divorced,secondary,no,1.0,yes,yes,unknown,26.0,may,200.0,3.0,-1.0,0.0,unknown,no
31.0,self-employed,single,secondary,no,762.0,no,no,cellular,11.0,aug,312.0,3.0,-1.0,0.0,unknown,no
48.0,self-employed,married,tertiary,no,16.0,yes,yes,cellular,18.0,nov,214.0,1.0,-1.0,0.0,unknown,no
38.0,technician,married,secondary,no,20.0,no,no,cellular,2.0,feb,147.0,1.0,-1.0,0.0,unknown,no
47.0,services,married,secondary,no,2070.0,yes,yes,unknown,26.0,may,136.0,1.0,-1.0,0.0,unknown,no
48.0,management,married,tertiary,no,308.0,yes,no,cellular,14.0,jul,125.0,5.0,-1.0,0.0,unknown,no
57.0,technician,married,unknown,no,1617.0,yes,no,unknown,7.0,may,96.0,2.0,-1.0,0.0,unknown,no
30.0,admin.,married,secondary,no,39.0,yes,no,cellular,28.0,jul,101.0,3.0,-1.0,0.0,unknown,no
39.0,blue-collar,married,primary,no,332.0,yes,no,unknown,8.0,may,277.0,3.0,-1.0,0.0,unknown,no
31.0,management,single,tertiary,no,713.0,no,no,cellular,28.0,aug,162.0,1.0,-1.0,0.0,unknown,no
44.0,blue-collar,married,secondary,no,2885.0,yes,no,unknown,30.0,may,63.0,3.0,-1.0,0.0,unknown,no
38.0,services,married,secondary,no,968.0,yes,no,cellular,6.0,apr,272.0,1.0,-1.0,0.0,unknown,no
58.0,unknown,married,tertiary,no,4150.0,no,no,unknown,6.0,jun,363.0,1.0,-1.0,0.0,unknown,no
42.0,management,married,tertiary,no,687.0,no,no,cellular,11.0,aug,667.0,2.0,-1.0,0.0,unknown,no
33.0,management,married,secondary,no,333.0,no,no,cellular,28.0,aug,80.0,6.0,-1.0,0.0,unknown,no
55.0,retired,married,primary,no,1821.0,no,no,cellular,8.0,aug,224.0,2.0,-1.0,0.0,unknown,no
34.0,blue-collar,married,secondary,no,-436.0,yes,no,unknown,26.0,may,317.0,1.0,-1.0,0.0,unknown,no
30.0,unknown,single,unknown,no,6929.0,no,no,cellular,19.0,nov,341.0,1.0,-1.0,0.0,unknown,no
35.0,technician,single,secondary,no,126.0,no,no,cellular,22.0,aug,112.0,2.0,-1.0,0.0,unknown,no
35.0,technician,married,secondary,no,2019.0,yes,yes,cellular,18.0,nov,83.0,2.0,144.0,1.0,failure,no
56.0,retired,married,secondary,no,878.0,no,no,unknown,20.0,jun,123.0,3.0,-1.0,0.0,unknown,no
27.0,management,single,tertiary,no,6791.0,no,no,telephone,22.0,mar,174.0,2.0,229.0,28.0,success,no
39.0,self-employed,divorced,secondary,no,0.0,yes,no,unknown,23.0,may,210.0,2.0,-1.0,0.0,unknown,no
36.0,admin.,married,secondary,no,110.0,yes,no,telephone,4.0,feb,185.0,1.0,-1.0,0.0,unknown,no
35.0,self-employed,married,secondary,no,28.0,no,yes,unknown,2.0,jul,159.0,3.0,-1.0,0.0,unknown,no
28.0,unemployed,single,primary,no,236.0,no,no,cellular,6.0,feb,460.0,3.0,-1.0,0.0,unknown,no
37.0,technician,married,secondary,no,2707.0,yes,no,telephone,16.0,jul,109.0,1.0,-1.0,0.0,unknown,no
57.0,technician,married,secondary,no,1753.0,yes,no,cellular,7.0,may,539.0,1.0,-1.0,0.0,unknown,no
34.0,services,married,secondary,no,1182.0,yes,no,unknown,28.0,may,124.0,1.0,-1.0,0.0,unknown,no
38.0,management,single,tertiary,no,427.0,yes,no,cellular,18.0,nov,253.0,1.0,182.0,1.0,failure,no
48.0,technician,married,primary,no,788.0,no,no,telephone,9.0,jul,36.0,2.0,-1.0,0.0,unknown,no
35.0,admin.,married,secondary,no,0.0,no,no,cellular,7.0,jul,78.0,11.0,-1.0,0.0,unknown,no
40.0,blue-collar,married,primary,yes,-509.0,yes,no,unknown,23.0,may,298.0,1.0,-1.0,0.0,unknown,no
48.0,services,divorced,primary,no,-110.0,no,yes,unknown,19.0,jun,164.0,2.0,-1.0,0.0,unknown,no
54.0,blue-collar,married,primary,no,244.0,yes,no,cellular,29.0,jul,337.0,2.0,-1.0,0.0,unknown,no
38.0,technician,married,tertiary,no,940.0,no,no,cellular,12.0,aug,191.0,7.0,-1.0,0.0,unknown,no
44.0,entrepreneur,married,tertiary,no,1631.0,yes,no,cellular,17.0,nov,81.0,1.0,195.0,2.0,failure,no
44.0,unemployed,married,secondary,yes,-505.0,yes,no,unknown,3.0,jun,113.0,11.0,-1.0,0.0,unknown,no
60.0,admin.,married,secondary,no,7336.0,no,no,cellular,31.0,mar,494.0,1.0,-1.0,0.0,unknown,no
55.0,services,single,secondary,no,-40.0,yes,no,unknown,12.0,may,178.0,2.0,-1.0,0.0,unknown,no
27.0,student,single,primary,yes,25.0,no,no,unknown,28.0,aug,8.0,1.0,-1.0,0.0,unknown,no
33.0,management,single,secondary,no,0.0,no,no,unknown,20.0,may,190.0,2.0,-1.0,0.0,unknown,no
32.0,technician,married,secondary,no,5.0,yes,no,cellular,17.0,nov,114.0,1.0,-1.0,0.0,unknown,no
51.0,blue-collar,married,secondary,no,-92.0,yes,no,unknown,4.0,jun,28.0,4.0,-1.0,0.0,unknown,no
44.0,admin.,married,secondary,no,497.0,yes,no,cellular,3.0,feb,321.0,3.0,270.0,2.0,other,no
49.0,blue-collar,married,primary,no,2356.0,no,yes,telephone,14.0,jul,236.0,2.0,-1.0,0.0,unknown,no
42.0,blue-collar,married,secondary,no,3.0,yes,no,cellular,12.0,may,118.0,1.0,-1.0,0.0,unknown,no
35.0,services,married,secondary,no,128.0,yes,no,cellular,12.0,may,136.0,1.0,-1.0,0.0,unknown,no
32.0,admin.,married,tertiary,no,390.0,yes,yes,cellular,5.0,may,100.0,1.0,243.0,1.0,other,no
39.0,technician,single,secondary,no,300.0,no,no,cellular,10.0,sep,315.0,6.0,394.0,1.0,failure,no
54.0,technician,married,secondary,no,827.0,no,yes,unknown,20.0,jun,294.0,2.0,-1.0,0.0,unknown,no
35.0,technician,married,tertiary,no,25.0,no,no,cellular,27.0,aug,219.0,2.0,-1.0,0.0,unknown,no
41.0,technician,single,primary,no,340.0,yes,no,cellular,13.0,may,262.0,1.0,349.0,1.0,failure,no
35.0,management,married,tertiary,no,867.0,yes,no,cellular,20.0,nov,298.0,2.0,171.0,3.0,success,no
41.0,blue-collar,married,secondary,no,140.0,yes,no,cellular,29.0,jan,636.0,2.0,-1.0,0.0,unknown,no
36.0,technician,married,secondary,no,3.0,no,no,cellular,20.0,aug,100.0,4.0,-1.0,0.0,unknown,no
51.0,self-employed,married,secondary,no,4920.0,no,no,telephone,2.0,jun,392.0,2.0,-1.0,0.0,unknown,no
59.0,unknown,single,secondary,no,3237.0,no,no,unknown,6.0,jun,100.0,3.0,-1.0,0.0,unknown,no
44.0,blue-collar,married,primary,no,0.0,yes,yes,cellular,21.0,nov,32.0,2.0,116.0,3.0,other,no
37.0,admin.,single,tertiary,no,869.0,no,no,cellular,30.0,jul,60.0,8.0,-1.0,0.0,unknown,no
60.0,technician,divorced,tertiary,no,1900.0,yes,no,unknown,29.0,may,77.0,3.0,-1.0,0.0,unknown,no
40.0,management,married,tertiary,no,413.0,yes,no,unknown,14.0,may,150.0,1.0,-1.0,0.0,unknown,no
27.0,blue-collar,married,primary,yes,-588.0,no,no,unknown,13.0,may,531.0,2.0,-1.0,0.0,unknown,no
34.0,housemaid,married,secondary,yes,0.0,no,no,cellular,21.0,aug,398.0,2.0,-1.0,0.0,unknown,no
41.0,technician,married,secondary,no,2490.0,yes,no,unknown,21.0,may,115.0,2.0,-1.0,0.0,unknown,no
39.0,services,married,secondary,no,20928.0,no,no,cellular,14.0,may,1166.0,1.0,352.0,1.0,other,no
34.0,admin.,married,secondary,no,560.0,yes,no,unknown,5.0,may,198.0,3.0,-1.0,0.0,unknown,no
38.0,blue-collar,divorced,secondary,no,0.0,yes,no,cellular,11.0,may,580.0,1.0,173.0,1.0,failure,no
56.0,blue-collar,married,primary,no,826.0,yes,no,cellular,21.0,jul,853.0,1.0,-1.0,0.0,unknown,no
42.0,services,married,secondary,no,115.0,yes,yes,cellular,17.0,apr,161.0,1.0,149.0,2.0,failure,no
47.0,student,single,unknown,no,107.0,no,no,telephone,15.0,jul,119.0,8.0,-1.0,0.0,unknown,no
32.0,blue-collar,married,secondary,no,320.0,yes,yes,cellular,3.0,feb,22.0,4.0,-1.0,0.0,unknown,no
37.0,blue-collar,married,secondary,yes,-399.0,yes,yes,unknown,3.0,jun,21.0,3.0,-1.0,0.0,unknown,no
25.0,student,single,secondary,no,703.0,no,no,cellular,5.0,may,1100.0,3.0,-1.0,0.0,unknown,no
29.0,technician,divorced,secondary,no,328.0,yes,yes,cellular,4.0,feb,25.0,1.0,-1.0,0.0,unknown,no
48.0,management,divorced,tertiary,no,148.0,no,no,cellular,12.0,aug,152.0,2.0,-1.0,0.0,unknown,no
39.0,self-employed,single,tertiary,no,2298.0,yes,yes,cellular,20.0,apr,13.0,2.0,319.0,18.0,other,no
31.0,blue-collar,married,secondary,no,64.0,yes,no,cellular,18.0,jul,302.0,3.0,-1.0,0.0,unknown,no
28.0,management,single,tertiary,no,4013.0,yes,no,unknown,4.0,jun,386.0,1.0,-1.0,0.0,unknown,no
32.0,management,married,tertiary,no,0.0,no,no,unknown,9.0,may,280.0,1.0,-1.0,0.0,unknown,no
35.0,technician,married,tertiary,no,633.0,yes,yes,cellular,2.0,feb,76.0,3.0,5.0,3.0,other,no
51.0,admin.,married,unknown,no,-1137.0,yes,yes,telephone,11.0,may,567.0,3.0,325.0,1.0,failure,no
54.0,management,married,tertiary,no,313.0,yes,no,unknown,5.0,may,83.0,2.0,-1.0,0.0,unknown,no
35.0,admin.,single,primary,no,8.0,yes,no,unknown,16.0,may,148.0,18.0,-1.0,0.0,unknown,no
44.0,technician,married,secondary,no,945.0,yes,no,cellular,4.0,aug,190.0,1.0,-1.0,0.0,unknown,no
43.0,blue-collar,married,primary,no,18.0,yes,no,cellular,14.0,may,131.0,2.0,370.0,3.0,other,no
52.0,blue-collar,married,secondary,no,5828.0,yes,no,telephone,13.0,may,276.0,2.0,-1.0,0.0,unknown,no
60.0,retired,married,primary,no,6307.0,yes,no,unknown,11.0,jun,362.0,1.0,-1.0,0.0,unknown,no
32.0,management,single,tertiary,no,537.0,no,no,unknown,29.0,may,187.0,3.0,-1.0,0.0,unknown,no
41.0,blue-collar,married,secondary,no,393.0,yes,yes,cellular,10.0,jul,122.0,1.0,-1.0,0.0,unknown,no
54.0,blue-collar,divorced,primary,no,215.0,yes,no,unknown,4.0,jun,71.0,5.0,-1.0,0.0,unknown,no
30.0,blue-collar,single,secondary,no,132.0,yes,no,unknown,16.0,may,329.0,1.0,-1.0,0.0,unknown,no
36.0,technician,single,secondary,no,35.0,no,no,cellular,29.0,aug,493.0,2.0,-1.0,0.0,unknown,no
27.0,admin.,single,secondary,no,125.0,no,no,cellular,21.0,jul,104.0,1.0,288.0,8.0,failure,no
32.0,technician,single,secondary,no,129.0,yes,no,cellular,7.0,may,213.0,1.0,-1.0,0.0,unknown,no
34.0,management,married,tertiary,no,0.0,no,no,cellular,6.0,aug,139.0,2.0,-1.0,0.0,unknown,no
43.0,admin.,married,secondary,no,315.0,no,no,cellular,23.0,jul,129.0,2.0,-1.0,0.0,unknown,no
43.0,services,married,primary,no,2567.0,yes,no,cellular,14.0,may,109.0,1.0,360.0,2.0,failure,no
31.0,management,divorced,tertiary,no,883.0,yes,no,cellular,19.0,nov,168.0,1.0,-1.0,0.0,unknown,no
37.0,technician,married,secondary,no,1120.0,yes,no,unknown,30.0,may,103.0,5.0,-1.0,0.0,unknown,no
52.0,blue-collar,married,secondary,no,1117.0,yes,no,cellular,13.0,may,365.0,1.0,-1.0,0.0,unknown,no
