marital,education,balance,housing,loan,duration,campaign,previous,poutcome,deposit
single,secondary,144.0,no,yes,136.0,1.0,0.0,unknown,no
single,tertiary,230.0,yes,yes,120.0,2.0,1.0,failure,no
single,tertiary,0.0,yes,no,352.0,1.0,0.0,unknown,no
married,tertiary,1109.0,no,no,328.0,2.0,0.0,unknown,no
married,secondary,2925.0,yes,no,1392.0,4.0,0.0,unknown,no
single,secondary,397.0,no,no,268.0,1.0,0.0,unknown,no
single,secondary,865.0,no,no,1086.0,1.0,0.0,unknown,no
single,secondary,816.0,no,no,100.0,2.0,0.0,unknown,no
married,primary,396.0,yes,no,72.0,3.0,0.0,unknown,no
divorced,secondary,0.0,yes,no,121.0,2.0,0.0,unknown,no
married,secondary,241.0,no,yes,889.0,1.0,0.0,unknown,no
married,secondary,243.0,yes,yes,144.0,1.0,0.0,unknown,no
married,tertiary,233.0,no,no,446.0,1.0,0.0,unknown,no
married,secondary,43.0,yes,no,199.0,1.0,0.0,unknown,no
married,tertiary,290.0,no,yes,303.0,3.0,0.0,unknown,no
single,secondary,101.0,yes,no,85.0,2.0,0.0,unknown,no
divorced,secondary,1151.0,yes,no,412.0,1.0,0.0,unknown,no
divorced,secondary,45.0,no,no,171.0,6.0,0.0,unknown,no
married,tertiary,1410.0,yes,no,185.0,1.0,0.0,unknown,no
married,secondary,1234.0,no,no,61.0,1.0,0.0,unknown,no
married,secondary,2767.0,yes,no,711.0,2.0,0.0,unknown,no
single,unknown,5969.0,no,no,110.0,1.0,7.0,failure,no
divorced,secondary,-272.0,no,no,186.0,1.0,0.0,unknown,no
single,secondary,1036.0,yes,yes,62.0,2.0,0.0,unknown,no
married,secondary,9324.0,no,no,67.0,4.0,0.0,unknown,no
married,secondary,1043.0,yes,yes,225.0,1.0,0.0,unknown,no
married,tertiary,1473.0,yes,no,84.0,3.0,0.0,unknown,no
married,secondary,183.0,yes,no,203.0,9.0,0.0,unknown,no
married,secondary,0.0,yes,no,217.0,4.0,0.0,unknown,no
married,primary,2388.0,no,no,317.0,2.0,0.0,unknown,no
divorced,secondary,160.0,yes,no,156.0,1.0,0.0,unknown,no
married,tertiary,385.0,yes,no,52.0,4.0,0.0,unknown,no
married,tertiary,4.0,yes,no,158.0,1.0,0.0,unknown,no
single,tertiary,119.0,no,no,430.0,1.0,0.0,unknown,no
married,tertiary,0.0,no,yes,409.0,1.0,0.0,unknown,no
divorced,tertiary,742.0,yes,no,58.0,3.0,0.0,unknown,no
single,tertiary,1724.0,no,no,252.0,6.0,0.0,unknown,no
married,secondary,0.0,no,no,351.0,5.0,0.0,unknown,no
married,tertiary,503.0,yes,no,310.0,4.0,1.0,failure,no
single,tertiary,68.0,yes,no,176.0,2.0,0.0,unknown,no
divorced,primary,5914.0,no,no,69.0,4.0,0.0,unknown,no
single,tertiary,192.0,yes,no,477.0,1.0,0.0,unknown,no
married,tertiary,15.0,no,no,13.0,5.0,0.0,unknown,no
married,secondary,2157.0,yes,no,154.0,2.0,0.0,unknown,no
married,secondary,3494.0,yes,no,139.0,1.0,4.0,failure,no
married,primary,275.0,yes,no,196.0,2.0,0.0,unknown,no
married,tertiary,350.0,no,yes,156.0,1.0,0.0,unknown,no
married,secondary,588.0,yes,no,65.0,4.0,0.0,unknown,no
married,secondary,2008.0,yes,no,354.0,1.0,0.0,unknown,no
single,tertiary,35.0,yes,yes,38.0,1.0,5.0,unknown,no
married,secondary,2152.0,no,no,134.0,1.0,1.0,unknown,no
married,secondary,122.0,no,no,1047.0,2.0,7.0,failure,no
divorced,secondary,160.0,no,no,123.0,3.0,0.0,unknown,no
married,tertiary,0.0,yes,no,34.0,4.0,0.0,unknown,no
married,unknown,613.0,no,no,75.0,2.0,0.0,unknown,no
married,primary,574.0,no,no,197.0,6.0,0.0,unknown,no
single,primary,0.0,yes,yes,380.0,4.0,0.0,unknown,no
single,secondary,341.0,yes,yes,77.0,2.0,0.0,unknown,no
divorced,primary,158.0,yes,no,157.0,1.0,0.0,unknown,no
single,tertiary,1489.0,yes,no,678.0,1.0,0.0,unknown,no
married,unknown,2911.0,no,no,41.0,9.0,0.0,unknown,no
married,secondary,1178.0,no,no,530.0,2.0,0.0,unknown,no
married,secondary,4157.0,yes,no,735.0,1.0,0.0,unknown,no
single,secondary,-575.0,yes,no,153.0,9.0,0.0,unknown,no
married,primary,3419.0,yes,no,324.0,5.0,0.0,unknown,no
single,secondary,1104.0,no,no,333.0,2.0,2.0,success,no
married,secondary,57.0,yes,no,342.0,9.0,0.0,unknown,no
married,primary,343.0,no,no,159.0,2.0,0.0,unknown,no
single,secondary,-326.0,yes,no,128.0,3.0,0.0,unknown,no
married,secondary,0.0,no,no,209.0,1.0,0.0,unknown,no
single,tertiary,3104.0,yes,no,160.0,2.0,0.0,unknown,no
married,tertiary,648.0,no,no,674.0,2.0,0.0,unknown,no
single,secondary,10041.0,yes,no,91.0,2.0,1.0,unknown,no
single,tertiary,-508.0,yes,no,832.0,2.0,0.0,unknown,no
single,secondary,327.0,yes,no,333.0,2.0,0.0,unknown,no
single,tertiary,1150.0,yes,no,109.0,2.0,0.0,unknown,no
single,tertiary,1074.0,yes,no,523.0,2.0,0.0,unknown,no
married,secondary,27.0,yes,yes,43.0,2.0,0.0,unknown,no
married,secondary,3720.0,yes,no,561.0,1.0,0.0,unknown,no
divorced,primary,92.0,yes,no,70.0,3.0,0.0,unknown,no
single,tertiary,7845.0,yes,no,59.0,1.0,0.0,unknown,no
married,primary,157.0,yes,no,833.0,8.0,0.0,unknown,no
married,secondary,0.0,yes,no,6.0,4.0,0.0,unknown,no
single,secondary,54.0,no,yes,199.0,2.0,0.0,unknown,no
married,tertiary,13.0,yes,no,47.0,1.0,0.0,unknown,no
married,primary,3230.0,no,no,112.0,1.0,0.0,unknown,no
single,tertiary,1637.0,no,yes,231.0,1.0,0.0,unknown,no
single,secondary,6981.0,yes,no,154.0,1.0,3.0,failure,no
married,tertiary,1.0,yes,yes,102.0,1.0,0.0,unknown,no
divorced,secondary,631.0,yes,no,343.0,2.0,0.0,unknown,no
divorced,tertiary,7296.0,yes,no,108.0,6.0,0.0,unknown,no
single,tertiary,3014.0,yes,no,291.0,2.0,0.0,unknown,no
single,secondary,920.0,yes,no,250.0,1.0,5.0,failure,no
married,tertiary,735.0,yes,no,50.0,3.0,0.0,unknown,no
married,secondary,541.0,yes,no,622.0,4.0,0.0,unknown,no
married,tertiary,0.0,no,no,213.0,2.0,0.0,unknown,no
married,tertiary,1257.0,no,no,108.0,9.0,1.0,unknown,no
married,secondary,4522.0,yes,no,177.0,4.0,0.0,unknown,no
single,secondary,585.0,no,yes,7.0,6.0,0.0,unknown,no
single,tertiary,150.0,yes,no,165.0,1.0,0.0,unknown,no
married,secondary,202.0,yes,no,212.0,2.0,0.0,unknown,no
married,secondary,2137.0,no,no,132.0,7.0,0.0,unknown,no
divorced,secondary,2674.0,yes,no,163.0,2.0,0.0,unknown,no
married,secondary,625.0,yes,no,175.0,1.0,0.0,unknown,no
married,tertiary,2656.0,no,no,230.0,2.0,0.0,unknown,no
married,secondary,3.0,no,no,1175.0,3.0,1.0,unknown,no
married,secondary,0.0,no,no,794.0,1.0,0.0,unknown,no
married,secondary,95.0,no,yes,61.0,4.0,0.0,unknown,no
married,primary,106.0,no,no,460.0,2.0,0.0,unknown,no
married,tertiary,477.0,yes,no,77.0,5.0,0.0,unknown,no
divorced,secondary,1529.0,yes,no,41.0,1.0,0.0,unknown,no
married,secondary,28.0,yes,no,163.0,1.0,1.0,failure,no
single,tertiary,1743.0,yes,no,1156.0,1.0,3.0,unknown,no
married,primary,924.0,no,no,93.0,4.0,0.0,unknown,no
single,secondary,457.0,no,no,90.0,2.0,0.0,unknown,no
married,secondary,0.0,yes,no,561.0,1.0,1.0,failure,no
married,secondary,736.0,yes,no,74.0,1.0,0.0,unknown,no
married,tertiary,0.0,no,no,183.0,2.0,0.0,unknown,no
single,secondary,787.0,no,no,92.0,1.0,0.0,unknown,no
married,secondary,-396.0,yes,no,443.0,1.0,1.0,failure,no
married,secondary,1573.0,no,no,165.0,1.0,0.0,unknown,no
married,primary,0.0,no,no,215.0,2.0,0.0,unknown,no
married,secondary,159.0,yes,no,216.0,2.0,0.0,unknown,no
married,tertiary,53.0,yes,no,27.0,17.0,0.0,unknown,no
single,unknown,838.0,yes,no,619.0,3.0,0.0,unknown,no
married,secondary,3144.0,no,no,349.0,2.0,0.0,unknown,no
married,secondary,737.0,yes,no,762.0,2.0,0.0,unknown,no
married,secondary,4056.0,no,no,13.0,6.0,2.0,failure,no
married,secondary,162.0,yes,yes,340.0,2.0,0.0,unknown,no
married,primary,0.0,yes,no,76.0,4.0,0.0,unknown,no
divorced,primary,217.0,yes,no,574.0,3.0,0.0,unknown,no
married,primary,3324.0,no,no,149.0,1.0,0.0,unknown,no
married,secondary,2895.0,yes,no,74.0,1.0,0.0,unknown,no
married,tertiary,0.0,yes,no,85.0,3.0,0.0,unknown,no
married,tertiary,11254.0,no,no,229.0,2.0,0.0,unknown,no
married,secondary,-280.0,yes,no,609.0,2.0,2.0,failure,no
married,secondary,808.0,yes,no,67.0,2.0,0.0,unknown,no
married,primary,0.0,no,no,166.0,2.0,0.0,unknown,no
married,secondary,246.0,yes,no,166.0,2.0,5.0,failure,no
married,secondary,-972.0,yes,no,146.0,1.0,0.0,unknown,no
married,secondary,750.0,no,no,85.0,2.0,2.0,unknown,no
married,tertiary,2430.0,no,no,87.0,2.0,0.0,unknown,no
married,secondary,-179.0,yes,no,144.0,1.0,0.0,unknown,no
married,secondary,1412.0,no,no,48.0,3.0,0.0,unknown,no
married,secondary,-1531.0,yes,no,156.0,8.0,0.0,unknown,no
married,tertiary,51.0,no,no,140.0,2.0,0.0,unknown,no
married,unknown,88.0,yes,no,105.0,1.0,2.0,failure,no
married,primary,-209.0,no,yes,90.0,2.0,0.0,unknown,no
single,secondary,799.0,no,no,63.0,1.0,0.0,unknown,no
married,tertiary,4048.0,no,yes,270.0,5.0,0.0,unknown,no
married,secondary,1310.0,no,no,634.0,1.0,0.0,unknown,no
single,tertiary,573.0,yes,yes,190.0,4.0,0.0,unknown,no
married,tertiary,6798.0,yes,no,250.0,1.0,0.0,unknown,no
married,tertiary,1214.0,no,no,104.0,2.0,0.0,unknown,no
divorced,tertiary,387.0,no,no,17.0,5.0,0.0,unknown,no
married,secondary,2246.0,yes,no,330.0,1.0,0.0,unknown,no
divorced,primary,3.0,no,yes,625.0,1.0,0.0,unknown,no
married,secondary,883.0,no,no,163.0,3.0,0.0,unknown,no
married,primary,1503.0,no,no,138.0,1.0,0.0,unknown,no
married,primary,-322.0,yes,yes,144.0,1.0,0.0,unknown,no
married,primary,1301.0,no,no,56.0,1.0,0.0,unknown,no
married,primary,950.0,yes,no,285.0,2.0,0.0,unknown,no
married,tertiary,2326.0,yes,no,7.0,5.0,0.0,unknown,no
married,primary,-78.0,yes,no,198.0,1.0,0.0,unknown,no
divorced,tertiary,113.0,no,yes,38.0,1.0,0.0,unknown,no
married,tertiary,4564.0,no,no,45.0,6.0,0.0,unknown,no
married,secondary,387.0,yes,no,327.0,2.0,2.0,failure,no
married,secondary,1865.0,yes,no,164.0,1.0,0.0,unknown,no
married,primary,258.0,no,no,86.0,1.0,1.0,failure,no
married,primary,19.0,yes,no,56.0,3.0,0.0,unknown,no
single,tertiary,3773.0,yes,no,75.0,4.0,1.0,failure,no
married,secondary,1808.0,yes,no,83.0,2.0,0.0,unknown,no
divorced,tertiary,1304.0,no,no,220.0,1.0,0.0,unknown,no
single,secondary,3702.0,no,no,109.0,5.0,0.0,unknown,no
married,secondary,163.0,no,no,464.0,1.0,0.0,unknown,no
single,secondary,-151.0,no,no,283.0,2.0,0.0,unknown,no
single,tertiary,1602.0,yes,no,154.0,1.0,0.0,unknown,no
married,secondary,1314.0,yes,no,74.0,1.0,9.0,failure,no
married,secondary,84.0,yes,no,67.0,1.0,0.0,unknown,no
married,primary,1906.0,no,yes,45.0,9.0,0.0,unknown,no
married,tertiary,291.0,no,no,150.0,3.0,0.0,unknown,no
divorced,secondary,223.0,yes,yes,80.0,1.0,0.0,unknown,no
married,secondary,207.0,yes,no,72.0,2.0,0.0,unknown,no
single,tertiary,518.0,yes,no,399.0,1.0,0.0,unknown,no
married,secondary,241.0,yes,no,14.0,6.0,0.0,unknown,no
single,secondary,-126.0,no,yes,360.0,4.0,0.0,unknown,no
single,secondary,421.0,no,yes,307.0,1.0,0.0,unknown,no
single,secondary,38.0,yes,no,31.0,1.0,0.0,unknown,no
single,tertiary,800.0,yes,no,151.0,4.0,0.0,unknown,no
divorced,secondary,32.0,no,yes,8.0,10.0,0.0,unknown,no
married,secondary,1477.0,yes,no,111.0,1.0,0.0,unknown,no
married,secondary,160.0,yes,yes,190.0,1.0,0.0,unknown,no
single,secondary,4415.0,yes,no,329.0,1.0,0.0,unknown,no
divorced,secondary,-397.0,yes,yes,91.0,9.0,0.0,unknown,no
married,secondary,590.0,no,no,443.0,3.0,0.0,unknown,no
married,secondary,778.0,no,no,16.0,1.0,0.0,unknown,no
married,tertiary,19.0,no,yes,205.0,1.0,0.0,unknown,no
married,secondary,0.0,no,no,81.0,2.0,0.0,unknown,no
married,secondary,-28.0,yes,no,393.0,1.0,0.0,unknown,no
married,secondary,3119.0,yes,no,250.0,4.0,0.0,unknown,no
married,tertiary,122.0,yes,no,126.0,3.0,0.0,unknown,no
married,secondary,0.0,no,no,804.0,12.0,0.0,unknown,no
married,primary,4157.0,no,no,90.0,3.0,0.0,unknown,no
married,secondary,102.0,yes,no,74.0,1.0,0.0,unknown,no
married,secondary,437.0,yes,no,240.0,1.0,0.0,unknown,no
married,secondary,1.0,yes,no,77.0,3.0,0.0,unknown,no
married,primary,-354.0,no,yes,455.0,1.0,0.0,unknown,no
single,tertiary,1234.0,no,no,64.0,4.0,0.0,unknown,no
married,secondary,901.0,yes,no,102.0,3.0,0.0,unknown,no
married,primary,247.0,no,yes,283.0,1.0,0.0,unknown,no
single,primary,180.0,yes,no,804.0,1.0,0.0,unknown,no
married,tertiary,274.0,no,yes,313.0,2.0,0.0,unknown,no
single,primary,92.0,no,no,86.0,2.0,0.0,unknown,no
single,secondary,1170.0,yes,no,120.0,2.0,0.0,unknown,no
divorced,primary,-183.0,yes,no,145.0,1.0,0.0,unknown,no
married,tertiary,0.0,no,no,77.0,18.0,0.0,unknown,no
married,secondary,136.0,yes,no,99.0,1.0,0.0,unknown,no
married,tertiary,103.0,yes,no,135.0,2.0,0.0,unknown,no
married,secondary,23.0,no,no,322.0,7.0,0.0,unknown,no
married,unknown,2242.0,no,no,154.0,14.0,0.0,unknown,no
married,secondary,137.0,no,no,252.0,3.0,0.0,unknown,no
married,secondary,1047.0,no,no,133.0,4.0,0.0,unknown,no
single,secondary,5731.0,yes,no,101.0,3.0,0.0,unknown,no
married,tertiary,2707.0,no,no,57.0,4.0,0.0,unknown,no
married,secondary,-329.0,no,no,13.0,8.0,9.0,unknown,no
married,primary,158.0,yes,no,176.0,18.0,0.0,unknown,no
single,tertiary,219.0,yes,no,76.0,2.0,1.0,failure,no
married,secondary,2775.0,no,no,262.0,1.0,0.0,unknown,no
married,primary,461.0,yes,no,272.0,2.0,0.0,unknown,no
single,secondary,145.0,yes,no,109.0,2.0,0.0,unknown,no
single,secondary,309.0,yes,no,214.0,1.0,0.0,unknown,no
married,primary,733.0,yes,no,69.0,1.0,7.0,failure,no
married,secondary,8417.0,yes,no,435.0,1.0,0.0,unknown,no
single,secondary,1400.0,no,no,20.0,7.0,0.0,unknown,no
divorced,secondary,72.0,yes,yes,263.0,1.0,4.0,failure,no
single,tertiary,0.0,yes,no,759.0,1.0,0.0,unknown,no
single,tertiary,9710.0,no,no,786.0,2.0,0.0,unknown,no
married,unknown,1377.0,yes,no,111.0,4.0,2.0,unknown,no
married,unknown,881.0,no,no,79.0,5.0,0.0,unknown,no
married,secondary,0.0,yes,no,173.0,2.0,0.0,unknown,no
married,secondary,285.0,no,yes,267.0,1.0,0.0,unknown,no
single,secondary,550.0,yes,no,90.0,3.0,1.0,failure,no
married,secondary,285.0,yes,no,265.0,2.0,2.0,failure,no
married,secondary,-360.0,yes,no,93.0,2.0,0.0,unknown,no
married,secondary,0.0,no,no,108.0,7.0,0.0,unknown,no
married,tertiary,72.0,no,no,171.0,13.0,0.0,unknown,no
married,secondary,930.0,no,yes,149.0,2.0,0.0,unknown,no
married,secondary,67.0,no,no,74.0,1.0,2.0,failure,no
married,secondary,6227.0,yes,no,76.0,2.0,0.0,unknown,no
single,secondary,5252.0,yes,no,1162.0,2.0,0.0,unknown,no
single,tertiary,561.0,no,no,104.0,1.0,0.0,unknown,no
married,unknown,1393.0,yes,yes,55.0,5.0,0.0,unknown,no
married,secondary,-330.0,yes,yes,88.0,1.0,2.0,failure,no
divorced,tertiary,3261.0,yes,no,150.0,17.0,0.0,unknown,no
single,secondary,361.0,no,no,329.0,1.0,1.0,unknown,no
married,unknown,807.0,yes,no,211.0,2.0,0.0,unknown,no
married,tertiary,2305.0,no,no,82.0,2.0,0.0,unknown,no
single,secondary,-11.0,yes,no,247.0,1.0,0.0,unknown,no
single,tertiary,2223.0,no,no,67.0,3.0,0.0,unknown,no
married,secondary,29.0,no,yes,150.0,8.0,0.0,unknown,no
single,primary,1308.0,no,yes,161.0,1.0,0.0,unknown,no
single,primary,1337.0,yes,yes,632.0,2.0,0.0,unknown,no
married,tertiary,17361.0,no,no,476.0,1.0,0.0,unknown,no
married,primary,6.0,no,no,82.0,2.0,0.0,unknown,no
divorced,secondary,370.0,yes,no,145.0,4.0,0.0,unknown,no
married,tertiary,8.0,yes,yes,398.0,1.0,2.0,failure,no
divorced,tertiary,666.0,no,no,160.0,3.0,0.0,unknown,no
married,secondary,0.0,yes,no,121.0,1.0,0.0,unknown,no
married,tertiary,1336.0,yes,yes,82.0,2.0,1.0,failure,no
married,tertiary,17672.0,no,no,548.0,1.0,0.0,unknown,no
single,tertiary,35.0,no,no,185.0,4.0,0.0,unknown,no
married,tertiary,705.0,no,no,164.0,2.0,0.0,unknown,no
divorced,secondary,2087.0,no,no,111.0,1.0,4.0,unknown,no
married,secondary,4466.0,no,no,158.0,2.0,0.0,unknown,no
married,primary,844.0,yes,no,184.0,3.0,0.0,unknown,no
married,secondary,321.0,yes,no,738.0,2.0,0.0,unknown,no
married,tertiary,2781.0,yes,no,95.0,2.0,0.0,unknown,no
married,tertiary,34.0,no,yes,139.0,1.0,0.0,unknown,no
single,unknown,2443.0,no,no,422.0,1.0,0.0,unknown,no
divorced,secondary,3975.0,yes,no,163.0,2.0,0.0,unknown,no
married,secondary,256.0,yes,no,76.0,1.0,0.0,unknown,no
divorced,tertiary,696.0,yes,no,310.0,3.0,0.0,unknown,no
married,tertiary,63.0,no,no,83.0,1.0,2.0,failure,no
married,primary,316.0,yes,no,240.0,1.0,0.0,unknown,no
single,primary,6570.0,no,no,106.0,3.0,0.0,unknown,no
married,secondary,418.0,yes,yes,132.0,2.0,0.0,unknown,no
married,tertiary,0.0,yes,no,247.0,2.0,0.0,unknown,no
married,secondary,8784.0,yes,no,63.0,2.0,0.0,unknown,no
single,secondary,1970.0,no,no,284.0,3.0,0.0,unknown,no
divorced,secondary,204.0,yes,yes,421.0,1.0,0.0,unknown,no
married,primary,304.0,yes,no,185.0,1.0,0.0,unknown,no
single,tertiary,1177.0,no,no,116.0,1.0,0.0,unknown,no
single,secondary,544.0,yes,no,360.0,1.0,0.0,unknown,no
married,tertiary,-498.0,no,no,85.0,6.0,0.0,unknown,no
married,secondary,0.0,yes,no,16.0,9.0,3.0,unknown,no
married,primary,209.0,no,no,77.0,6.0,0.0,unknown,no
married,unknown,665.0,yes,no,109.0,2.0,0.0,unknown,no
married,tertiary,310.0,no,no,76.0,1.0,0.0,unknown,no
married,secondary,13818.0,no,no,201.0,1.0,2.0,failure,no
married,tertiary,526.0,no,no,130.0,13.0,0.0,unknown,no
single,tertiary,-218.0,yes,no,13.0,15.0,0.0,unknown,no
divorced,primary,419.0,yes,yes,96.0,4.0,0.0,unknown,no
married,secondary,517.0,yes,yes,47.0,3.0,4.0,failure,no
single,secondary,61.0,no,no,286.0,4.0,0.0,unknown,no
married,tertiary,0.0,yes,yes,83.0,2.0,0.0,unknown,no
married,secondary,514.0,yes,yes,34.0,2.0,0.0,unknown,no
married,secondary,365.0,yes,no,210.0,3.0,0.0,unknown,no
married,primary,480.0,yes,no,288.0,12.0,0.0,unknown,no
single,unknown,717.0,no,no,594.0,2.0,0.0,unknown,no
married,tertiary,24780.0,no,no,184.0,2.0,0.0,unknown,no
married,secondary,1396.0,yes,no,199.0,2.0,0.0,unknown,no
married,secondary,414.0,yes,no,215.0,1.0,0.0,unknown,no
divorced,secondary,3100.0,no,yes,165.0,2.0,0.0,unknown,no
married,secondary,0.0,no,yes,214.0,5.0,0.0,unknown,no
married,tertiary,1218.0,yes,no,317.0,6.0,0.0,unknown,no
divorced,secondary,789.0,yes,no,356.0,1.0,0.0,unknown,no
married,tertiary,859.0,yes,yes,182.0,3.0,0.0,unknown,no
married,secondary,0.0,no,no,296.0,8.0,0.0,unknown,no
married,primary,3868.0,yes,no,445.0,1.0,0.0,unknown,no
married,tertiary,232.0,yes,no,32.0,1.0,0.0,unknown,no
divorced,secondary,1686.0,yes,no,9.0,28.0,0.0,unknown,no
married,primary,29184.0,no,no,94.0,2.0,0.0,unknown,no
single,secondary,144.0,no,no,87.0,1.0,2.0,failure,no
single,secondary,194.0,yes,no,326.0,1.0,0.0,unknown,no
single,tertiary,7641.0,yes,yes,39.0,10.0,0.0,unknown,no
married,primary,351.0,yes,no,66.0,1.0,0.0,unknown,no
single,tertiary,150.0,yes,no,491.0,1.0,0.0,unknown,no
married,primary,1532.0,no,no,286.0,3.0,0.0,unknown,no
married,secondary,1549.0,yes,no,161.0,7.0,0.0,unknown,no
married,tertiary,1057.0,no,no,488.0,2.0,0.0,unknown,no
married,secondary,839.0,yes,no,50.0,3.0,0.0,unknown,no
divorced,secondary,880.0,yes,yes,112.0,1.0,0.0,unknown,no
single,secondary,4464.0,yes,no,1425.0,2.0,0.0,unknown,no
married,tertiary,6.0,yes,no,47.0,1.0,0.0,unknown,no
single,secondary,0.0,no,yes,65.0,26.0,0.0,unknown,no
divorced,tertiary,694.0,yes,no,1001.0,4.0,0.0,unknown,no
married,secondary,153.0,yes,no,263.0,1.0,2.0,failure,no
married,tertiary,110.0,yes,yes,243.0,5.0,0.0,unknown,no
single,tertiary,640.0,no,no,124.0,4.0,2.0,failure,no
married,secondary,3060.0,yes,no,113.0,1.0,2.0,failure,no
divorced,secondary,2836.0,no,yes,10.0,2.0,0.0,unknown,no
married,secondary,1127.0,yes,yes,162.0,2.0,1.0,failure,no
married,tertiary,11.0,no,no,588.0,2.0,0.0,unknown,no
married,unknown,982.0,yes,yes,135.0,2.0,0.0,unknown,no
married,secondary,222.0,yes,no,101.0,23.0,0.0,unknown,no
divorced,secondary,627.0,yes,no,283.0,2.0,0.0,unknown,no
married,tertiary,5010.0,no,no,530.0,1.0,0.0,unknown,no
single,unknown,468.0,no,no,270.0,2.0,0.0,unknown,no
divorced,tertiary,155.0,yes,no,25.0,26.0,0.0,unknown,no
married,secondary,2478.0,yes,no,347.0,1.0,1.0,failure,no
divorced,tertiary,668.0,no,no,25.0,6.0,0.0,unknown,no
married,primary,35.0,yes,no,366.0,2.0,0.0,unknown,no
married,primary,3304.0,no,no,409.0,3.0,0.0,unknown,no
married,secondary,0.0,yes,no,30.0,1.0,0.0,unknown,no
married,primary,237.0,no,no,200.0,3.0,0.0,unknown,no
single,unknown,0.0,no,no,28.0,1.0,0.0,unknown,no
single,secondary,-54.0,yes,no,70.0,2.0,0.0,unknown,no
married,secondary,0.0,no,no,85.0,2.0,0.0,unknown,no
married,tertiary,240.0,yes,yes,86.0,3.0,0.0,unknown,no
married,secondary,759.0,yes,no,84.0,5.0,0.0,unknown,no
married,unknown,992.0,no,no,139.0,2.0,0.0,unknown,no
married,tertiary,1379.0,yes,no,383.0,3.0,0.0,unknown,no
married,tertiary,8564.0,no,no,397.0,2.0,1.0,failure,no
married,unknown,0.0,no,no,213.0,4.0,0.0,unknown,no
single,tertiary,119.0,yes,no,136.0,2.0,0.0,unknown,no
married,secondary,450.0,no,yes,111.0,2.0,4.0,failure,no
married,secondary,746.0,yes,no,581.0,3.0,0.0,unknown,no
single,primary,2032.0,no,no,424.0,2.0,0.0,unknown,no
married,tertiary,636.0,no,yes,338.0,2.0,0.0,unknown,no
married,secondary,-938.0,yes,no,134.0,1.0,2.0,failure,no
single,tertiary,2007.0,yes,no,253.0,1.0,0.0,unknown,no
divorced,secondary,33.0,no,no,593.0,4.0,0.0,unknown,no
single,unknown,2887.0,yes,no,42.0,2.0,0.0,unknown,no
married,secondary,1444.0,no,no,100.0,1.0,8.0,success,no
married,tertiary,42.0,yes,no,386.0,2.0,0.0,unknown,no
married,secondary,522.0,no,yes,81.0,3.0,0.0,unknown,no
married,secondary,0.0,no,no,435.0,2.0,0.0,unknown,no
married,secondary,3884.0,yes,no,28.0,5.0,0.0,unknown,no
married,secondary,472.0,yes,no,1017.0,1.0,0.0,unknown,no
married,secondary,2060.0,no,no,454.0,1.0,3.0,unknown,no
single,secondary,628.0,no,no,266.0,1.0,0.0,unknown,no
married,tertiary,398.0,no,no,1567.0,5.0,0.0,unknown,no
married,secondary,417.0,yes,no,476.0,2.0,0.0,unknown,no
married,secondary,610.0,yes,no,246.0,2.0,0.0,unknown,no
single,tertiary,2585.0,no,no,64.0,1.0,0.0,unknown,no
married,secondary,321.0,yes,yes,111.0,1.0,0.0,unknown,no
married,primary,0.0,yes,no,960.0,2.0,0.0,unknown,no
single,tertiary,4.0,no,no,181.0,1.0,0.0,unknown,no
single,unknown,29.0,no,no,118.0,2.0,0.0,unknown,no
single,tertiary,0.0,no,yes,370.0,4.0,0.0,unknown,no
married,secondary,1387.0,yes,no,158.0,1.0,1.0,failure,no
single,secondary,454.0,no,yes,331.0,2.0,0.0,unknown,no
single,secondary,71.0,no,no,97.0,3.0,0.0,unknown,no
married,primary,-35.0,yes,no,194.0,3.0,0.0,unknown,no
married,secondary,2251.0,no,no,151.0,8.0,0.0,unknown,no
married,primary,2460.0,no,no,194.0,3.0,0.0,unknown,no
married,secondary,34.0,no,no,379.0,1.0,0.0,unknown,no
single,secondary,1281.0,no,no,119.0,2.0,0.0,unknown,no
divorced,primary,3021.0,no,no,419.0,2.0,0.0,unknown,no
married,tertiary,141.0,no,no,166.0,2.0,0.0,unknown,no
married,secondary,500.0,no,no,471.0,1.0,0.0,unknown,no
married,secondary,1459.0,no,no,82.0,1.0,0.0,unknown,no
married,secondary,-244.0,yes,yes,118.0,1.0,0.0,unknown,no
married,tertiary,1356.0,yes,no,371.0,2.0,4.0,failure,no
single,primary,-289.0,yes,no,56.0,2.0,0.0,unknown,no
single,tertiary,1396.0,yes,no,630.0,1.0,0.0,unknown,no
single,secondary,9.0,no,yes,202.0,2.0,0.0,unknown,no
married,secondary,70.0,yes,no,333.0,3.0,0.0,unknown,no
married,secondary,877.0,yes,no,135.0,1.0,0.0,unknown,no
married,primary,113.0,yes,no,276.0,1.0,0.0,unknown,no
single,secondary,368.0,yes,no,218.0,3.0,0.0,unknown,no
married,secondary,89.0,yes,no,351.0,1.0,0.0,unknown,no
married,primary,450.0,yes,no,374.0,2.0,0.0,unknown,no
married,unknown,463.0,yes,no,541.0,2.0,0.0,unknown,no
married,secondary,1397.0,no,no,326.0,1.0,0.0,unknown,no
single,secondary,310.0,yes,no,144.0,1.0,0.0,unknown,no
single,tertiary,270.0,yes,no,470.0,2.0,0.0,unknown,no
married,secondary,65.0,no,no,99.0,1.0,2.0,failure,no
